Manufacturer,Model,Sales_in_thousands,four_year_resale_value,Vehicle_type,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Latest_Launch,Power_perf_factor
Acura,Integra,17.05377494,15.66809006,Passenger,21.60332236,1.919141218,146.6170858,107.3464506,71.27416501,175.7034016,2.67066294,12.98726821,26.86456032,5/30/2011,58.0170612
Acura,CL,14.7681957,18.60001683,Passenger,26.79219913,3.005114535,223.5245393,111.4674829,66.49111612,202.8526617,3.759119139,16.91845869,25.37753543,5/7/2012,78.00570752
Acura,CL,14.04463709,18.7406089,Passenger,26.93692932,3.116358229,207.4249449,114.0493475,70.25902043,182.1736795,3.686315634,17.38885673,25.65051321,2/20/2012,73.52079572
Acura,RL,8.917842005,30.25231512,Passenger,44.04402932,3.598716977,203.8397029,120.2859891,69.04053462,202.8735898,4.055692645,18.99704642,24.61893627,11/24/2010,89.37195233
Acura,Integra,17.99449722,16.02905979,Passenger,21.79744132,1.722116089,156.2175852,98.34190899,67.92131165,181.4736531,2.733985554,13.80052646,29.49375467,9/29/2011,59.64991622
Acura,Integra,18.0741478,16.40607196,Passenger,21.91960204,1.776649878,126.1126003,97.01288607,68.9810028,168.6236448,2.757492739,13.36757501,27.26750733,11/8/2012,57.45124197
Acura,CL,13.53582714,18.58733959,Passenger,27.99988781,3.041486069,218.3179203,109.4927447,72.2866011,184.1496999,3.693215429,16.96954639,24.92149199,10/14/2011,75.30077586
Acura,TL,41.5651102,17.80372146,Passenger,31.39448272,2.946139092,241.7585895,108.9510415,69.02651669,169.7625808,3.534848807,17.32285589,24.67363513,1/17/2012,87.68094191
Acura,TL,39.24050983,20.22299561,Passenger,29.0595698,3.123399049,220.3842649,102.5675331,70.32836531,201.5823067,3.585843187,16.37243926,24.63165829,12/10/2010,92.34675849
Acura,TL,38.6528837,18.75588672,Passenger,27.20751589,3.294692143,214.5156435,107.8040632,71.61587423,176.0709018,3.35809666,18.77687795,23.43232641,3/20/2011,90.63052967
Acura,RL,8.136266566,32.16993357,Passenger,39.46023938,3.988249289,210.7854353,114.2684406,66.13091404,199.748447,3.806832185,18.91673082,24.17215987,6/7/2011,96.47524223
Acura,CL,13.14275791,18.05053917,Passenger,27.00808936,3.078168851,207.4504916,108.2928142,65.87017364,192.4920215,3.57169989,18.20934618,28.03698494,11/13/2012,81.57310098
Acura,Integra,17.24489238,17.15714565,Passenger,22.09648681,1.909566811,130.9397365,103.0678485,65.06441404,172.0256482,2.405000614,13.58741971,29.0120038,6/10/2012,56.10252094
Acura,TL,38.04509448,21.1704697,Passenger,27.16935414,3.183521312,210.24448,113.7178409,77.90304386,171.3614282,3.317053704,18.19500306,21.49739213,10/7/2010,88.21530327
Acura,Integra,15.91406995,16.68583762,Passenger,21.33360112,1.752825097,129.797375,94.32986704,62.38079769,176.5448253,2.310199673,12.7276522,28.77386592,4/29/2011,63.21660769
Acura,CL,14.05298794,18.47990693,Passenger,27.0487494,3.01410513,227.7302674,101.4806559,71.85774052,177.5195201,3.216825588,15.96128555,25.23881607,9/7/2011,83.45511544
Acura,Integra,16.76588331,13.58329107,Passenger,21.37463818,1.802637305,138.5139272,105.0643124,63.48230722,171.7427391,2.583323898,13.13492066,26.20744035,8/27/2011,57.38044751
Acura,RL,8.414242132,25.75328015,Passenger,42.12256885,3.465761968,199.3923056,121.608706,73.15940506,181.267662,3.982705718,17.42377405,21.47399015,6/13/2011,88.63285543
Acura,RL,8.416922807,28.25270889,Passenger,42.28252161,3.04952523,213.3512139,120.6529733,72.4042412,179.8684692,3.976830037,19.0081239,21.25246726,4/19/2011,88.26345204
Acura,RL,8.146190438,28.64329877,Passenger,39.81359511,3.765393957,217.373908,113.0480158,76.59523629,175.9246262,3.928261608,17.54492971,21.40525402,8/28/2010,92.46417094
Acura,CL,14.41719568,18.85737916,Passenger,29.17136183,3.414024425,226.9949743,107.5889565,67.23343025,187.1309213,3.461991008,16.84257473,24.82346011,7/24/2012,74.21752251
Acura,Integra,19.2970668,17.05071728,Passenger,20.42949476,1.824024672,133.3313485,103.9359366,69.16279943,167.2051876,2.537956739,13.11737895,26.7564431,8/30/2012,55.59364203
Acura,CL,15.6704986,16.8007697,Passenger,28.48562431,3.098589174,220.9026271,106.990798,75.83152416,180.9815633,3.136740818,18.00099495,25.2090048,6/4/2012,77.86938423
Acura,Integra,18.56216043,17.02362626,Passenger,23.22996963,1.919627272,136.075775,111.1134378,67.11657164,166.1758676,2.707590224,13.06927299,27.57861836,10/18/2012,58.33835736
Acura,CL,12.57505,19.32112739,Passenger,25.8448396,3.081042372,203.7407286,98.54445826,71.54982513,181.7177471,3.491833486,16.1504899,27.04041094,3/12/2012,80.55730362
Acura,TL,38.41424886,20.33317871,Passenger,28.95065144,3.203673413,218.4263308,112.8633959,68.90012472,183.1833736,3.403576849,17.66939975,23.63067278,4/20/2011,86.18102329
Audi,A4,20.397,22.255,Passenger,23.99,1.8,150,102.6,68.2,178,2.998,16.4,27,10/8/2011,62.7776392
Audi,A6,18.78,23.555,Passenger,33.95,2.8,200,108.7,76.1,192,3.561,18.5,22,8/9/2011,84.56510502
Audi,A8,1.38,39,Passenger,62,4.2,310,113,74,198.2,3.902,23.7,21,2/27/2012,134.6568582
Audi,A4,21.08730993,23.06810279,Passenger,22.95506926,1.527091192,157.6971469,95.38708779,64.68063595,178.6500192,2.999087742,16.77796182,26.72114627,7/25/2012,55.47660135
Audi,A4,20.32279841,23.29922459,Passenger,22.53923382,1.973330137,154.230944,103.338841,72.37453558,180.2468841,3.070969751,16.24287003,26.52187894,7/28/2012,63.34226295
Audi,A8,1.475353185,38.06454965,Passenger,58.81664338,3.983584953,318.5463723,113.0524477,71.79191757,216.8126459,3.853679721,23.59201541,19.3291918,2/2/2013,138.9890576
Audi,A4,21.01238179,22.1369443,Passenger,25.51777717,1.768545626,152.960788,107.946072,70.03554298,180.5419461,3.060203435,16.46998483,25.6179745,9/4/2011,64.79985072
Audi,A8,1.378668012,37.69579938,Passenger,62.8980033,4.141156453,316.0131815,114.2128996,69.0043766,193.3522514,3.728528635,23.0905074,21.05399471,12/27/2011,137.3365625
Audi,A8,1.265054255,37.88499502,Passenger,61.9551459,4.324720623,313.2412897,115.3758829,73.65684143,204.2347001,3.867996568,21.79499208,20.09407999,6/18/2012,140.0890044
Audi,A8,1.324456472,39.76568559,Passenger,61.80882719,3.965478823,336.3150754,122.0834519,70.6713102,199.6468638,3.784165499,24.08028482,19.75501707,3/18/2011,143.5311753
Audi,A6,18.58413919,23.69874705,Passenger,34.14819735,2.79841861,202.2606572,107.4321768,75.59087543,205.140529,3.632660621,19.767008,21.77407528,1/16/2011,77.87579934
Audi,A8,1.431091053,38.38017669,Passenger,60.65374805,4.2744553,315.5649427,109.7850216,72.87025749,193.5998632,3.86138543,24.09903134,22.57573907,7/10/2012,140.4237029
Audi,A4,19.98157646,24.62028931,Passenger,24.37726925,1.641626666,152.2699778,107.0270603,67.73493242,171.2935768,2.88399863,15.65973397,30.58260932,11/12/2010,60.93477956
Audi,A4,19.56153496,21.07941086,Passenger,24.0797324,1.707850798,147.3608774,101.4797354,61.79220528,175.0232321,2.874208076,15.92728421,25.7589487,9/18/2012,66.38004325
Audi,A4,21.18696232,22.33237358,Passenger,23.55337213,1.847371045,135.5120872,103.7751928,64.29105155,183.8218942,2.998854025,16.29062922,29.15094111,4/14/2011,61.09138471
Audi,A8,1.374345341,36.42781222,Passenger,57.88694924,3.938966888,286.3689873,116.264178,78.77596433,202.1199772,3.863548734,24.15867275,20.0257419,7/7/2012,124.6052988
Audi,A8,1.434419894,41.26103685,Passenger,58.62897929,4.202963133,325.1531054,118.8108637,73.14763496,204.7589179,3.745793492,24.95566679,22.15639598,4/21/2011,143.3129483
Audi,A4,21.75981386,22.53019233,Passenger,24.0096413,1.797703634,154.2310922,106.2762939,72.50535511,175.4153477,2.794558364,16.39408544,24.81811305,2/7/2012,66.07684421
Audi,A8,1.358240302,41.19001103,Passenger,65.80606714,4.00613347,313.3537415,108.8369859,71.52547415,203.4144619,4.024708112,23.84300218,22.19663442,2/19/2012,143.5057979
Audi,A8,1.437987788,40.4298874,Passenger,63.58833848,4.072663057,315.0247887,106.1453383,72.62590558,193.5927912,3.416564604,24.5928367,20.64167608,12/7/2011,127.6112845
Audi,A8,1.48599025,38.85320876,Passenger,67.70782332,4.113954447,292.5409908,119.5339672,76.21670138,194.985164,3.599324121,25.5320918,21.88657055,11/26/2012,137.5609917
Audi,A6,19.51275071,24.38047808,Passenger,33.09885367,2.827794996,198.9677756,110.8332517,76.39950562,192.8902055,3.835445842,18.21983176,21.16955668,11/24/2011,82.42516049
Audi,A4,19.9902757,23.51024392,Passenger,24.20969244,1.772274474,140.7856069,101.4817078,61.21443295,181.2142759,3.192432803,16.57003913,26.70066566,11/16/2010,61.12773281
Audi,A4,19.26281778,20.33537949,Passenger,23.65397383,1.880268302,159.4785304,100.7888864,72.77711727,175.4269272,2.973633583,16.61903749,25.06277245,3/23/2012,65.1637046
Audi,A8,1.34164961,38.55740697,Passenger,69.60584448,4.518780887,315.8313499,115.5484831,79.7416559,183.9172222,3.802793291,22.92561595,20.70366869,10/18/2011,136.7988446
Audi,A6,18.26479723,23.13223658,Passenger,31.06501623,2.98649152,197.8816927,108.1925017,71.95262555,202.9180974,3.677029945,18.13740053,22.61224256,2/5/2012,78.82490905
Audi,A4,19.88286643,22.33920174,Passenger,23.85838623,1.766524559,154.4241126,104.5385397,70.85177668,177.7506772,3.00315687,16.87000918,26.21118616,12/12/2010,59.1565637
Audi,A6,19.9457382,24.78147166,Passenger,33.0377918,2.994377322,205.4085739,109.5428761,77.00591667,199.0696834,3.663093881,17.70374635,23.32181513,10/27/2010,83.75512584
Audi,A4,18.24594914,22.47594193,Passenger,22.76452391,1.832320443,145.0798629,105.8522196,67.94179128,181.6665247,3.099161249,15.82181124,27.96842991,2/17/2011,59.51860482
Audi,A8,1.395208646,37.99057774,Passenger,68.42894596,4.192356182,303.6381185,108.1865139,69.19808215,211.1524377,4.146834289,23.45750234,21.68612048,10/31/2012,134.5940215
Audi,A8,1.38065958,42.61770046,Passenger,59.30788481,3.979676288,315.5753799,106.0738399,66.43723247,184.2449102,3.954888947,25.67109082,20.3227202,11/23/2011,133.0624485
Audi,A4,20.63363731,21.85134463,Passenger,22.84682246,1.925951128,154.9847024,104.5368439,66.84405352,189.3048524,2.962739683,17.45356807,26.99653331,1/6/2011,62.73227392
Audi,A8,1.423207927,41.25797678,Passenger,64.17332259,4.309534971,324.8610408,114.2877742,78.0410716,199.5151715,3.805595948,22.04288346,22.78722184,8/3/2011,133.6231944
Audi,A8,1.345093539,38.17859262,Passenger,58.65207576,4.136780275,303.5487041,111.9239551,73.25737146,201.1277201,3.692544992,23.91619825,19.36234811,3/24/2012,131.1800386
Audi,A6,20.33788201,24.58917172,Passenger,35.07962651,2.680733881,198.9336399,115.7024372,74.77656273,183.9802572,3.412415093,18.86754686,23.18189873,3/10/2011,87.55650243
Audi,A6,18.75655816,23.25191318,Passenger,31.18161137,2.935490605,183.8035355,118.0168103,75.37630458,190.0385979,3.508857095,17.6052613,21.38068997,3/14/2011,84.54081406
Audi,A8,1.279710702,37.54379745,Passenger,57.71085376,4.073115789,270.7008631,106.1084208,71.65092205,198.0907052,3.798539119,24.61196719,20.43734377,3/8/2011,141.3967448
Audi,A4,19.85656306,22.07683779,Passenger,24.88370306,1.931679647,155.5151131,92.11497388,67.64557058,190.9505151,2.791184196,16.84583041,28.35774885,1/24/2012,66.47146801
Audi,A8,1.500285161,36.1961843,Passenger,58.15919977,3.990916576,330.6851006,114.4257356,71.55294428,198.1611131,3.695103583,24.58544527,21.77253402,12/26/2012,133.4435561
Audi,A6,16.53857246,22.7776929,Passenger,33.10658085,2.937609916,199.1154854,101.4976854,81.63501203,194.5017989,3.341619524,19.17157392,21.48178237,6/27/2011,82.53045501
Audi,A8,1.340968909,43.39331245,Passenger,59.14265617,4.179880329,313.1386664,108.734134,74.53346875,197.6575393,4.074650252,22.95715326,20.15732461,7/22/2012,134.4908716
Audi,A6,17.03436297,24.23562689,Passenger,37.69358216,2.779524961,209.4785595,103.3790983,81.04934007,191.8841006,3.194738596,18.41727164,22.384983,11/19/2010,89.62808315
BMW,323i,19.747,,Passenger,26.99,2.5,170,107.3,68.4,176,3.179,16.6,26,6/28/2011,71.19120671
BMW,328i,9.231,28.675,Passenger,33.4,2.8,193,107.3,68.5,176,3.197,16.6,24,1/29/2012,81.87706856
BMW,528i,17.527,36.125,Passenger,38.9,2.8,193,111.4,70.9,188,3.472,18.5,25,4/4/2011,83.9987238
BMW,323i,19.64893619,17.93784676,Passenger,25.6891748,2.638292377,183.4538186,115.5711261,73.16815949,177.0929939,3.203621548,14.74341158,26.66284323,5/21/2012,76.04532527
BMW,328i,9.516378145,29.05150643,Passenger,31.89243739,2.764074191,192.8689547,109.4157401,71.15328596,169.8644598,3.361514621,15.7747566,21.57218746,3/26/2012,74.52226085
BMW,323i,18.61052314,17.90219203,Passenger,25.48858129,2.651788721,171.1730328,100.2169648,67.16110468,176.3989614,3.156177454,16.80192312,26.84902287,5/9/2011,71.08270916
BMW,328i,9.591176307,32.07834187,Passenger,32.37823118,2.658366174,171.4079284,96.25817342,69.01212435,175.0235663,3.107453646,14.33114926,23.4180917,5/20/2012,87.231909
BMW,323i,19.12974593,17.2496512,Passenger,26.97673275,2.418113981,174.5933309,103.8032171,65.09910079,174.5538241,2.961804717,17.61267764,26.80207727,8/24/2011,68.16874723
BMW,323i,19.56441893,19.81126286,Passenger,28.57140107,2.476453976,180.3343017,106.568155,66.01056344,168.2552476,3.040118862,17.42851275,25.7469959,8/23/2010,67.91087561
BMW,528i,16.73074377,33.06189641,Passenger,40.2481618,2.800169363,180.6997908,113.59839,75.13201127,186.5615321,3.498629294,17.97813659,22.78298689,12/14/2011,85.86921749
BMW,323i,19.02375558,19.00469615,Passenger,26.51502261,2.422643231,176.4536771,110.1408575,68.65266006,179.4690969,3.109192116,17.25100768,26.44386548,2/2/2011,72.95087022
BMW,323i,19.78921898,18.77827141,Passenger,26.69574069,2.661837262,183.566661,99.93948267,63.5486589,177.0609131,3.345721359,15.78275585,25.41773232,9/1/2011,77.23378176
BMW,528i,18.12791279,34.02587008,Passenger,39.96826492,2.818079635,195.3473362,108.948324,77.25699313,195.5841724,3.360315348,17.33780587,26.17513358,7/25/2010,86.96921136
BMW,528i,18.1496081,35.12348131,Passenger,39.40341705,2.814892534,195.4862879,105.5321645,69.16839955,195.3184817,3.329710449,18.81579802,25.28884014,10/2/2011,81.49081138
BMW,328i,9.089366023,27.90214108,Passenger,32.52057739,3.024125482,205.1085143,105.8720136,66.785327,185.3014798,3.095131004,17.63937785,24.58487922,4/30/2012,71.89997474
BMW,328i,8.577844686,30.73389214,Passenger,30.74293958,2.676995342,195.5816108,102.9868427,70.47828458,188.3013476,3.414847264,16.38374365,21.12058331,10/22/2012,73.46507451
BMW,323i,20.22276831,18.57009364,Passenger,24.50573684,2.622430227,165.9711316,104.4895357,67.31429726,169.6609181,3.256801432,16.06326565,25.72666798,8/20/2010,66.99527414
BMW,328i,8.678559939,28.83496352,Passenger,35.54627579,2.98722995,191.6992695,111.506471,66.87998517,170.5999091,3.204062991,15.87031514,24.57802572,5/29/2011,81.80612267
BMW,328i,8.975451802,27.83821731,Passenger,30.05394159,2.754405599,189.0604413,110.9777772,73.43218108,190.9389051,3.482906616,17.07049097,23.98564998,1/20/2012,82.46699912
BMW,328i,9.254458553,28.42754755,Passenger,32.86529851,2.846288794,194.6949626,105.4981422,68.39559546,194.4917214,3.282635831,17.19133316,24.62422864,1/28/2012,80.8938926
BMW,328i,8.978354021,27.57268662,Passenger,30.57724512,2.472202335,178.479343,119.3676193,65.19172233,167.0797813,3.164567242,17.98335184,24.17380734,12/21/2011,83.26181931
BMW,528i,18.27387738,35.31381832,Passenger,39.56993356,2.610037673,199.4328636,102.4963499,66.9050192,199.3646399,3.27983701,18.47406503,24.30039126,10/30/2010,85.46522107
BMW,328i,9.17316588,30.84198327,Passenger,35.06513939,2.818238511,199.2189446,110.3250348,70.90101344,182.1426466,3.012301833,17.12574505,23.90647777,2/4/2012,83.48987652
BMW,528i,16.47344046,35.31180595,Passenger,38.95830113,2.484628861,213.7352368,122.6652082,76.07412191,187.0903227,3.344840383,17.83029984,25.09191306,7/22/2011,86.76236158
BMW,528i,17.75955041,36.022483,Passenger,40.33370339,2.794390069,199.997388,112.3288314,65.9957364,181.6918121,3.493032375,18.63854704,25.82935182,5/20/2010,80.13015466
BMW,323i,20.21635798,18.59738348,Passenger,28.09869873,2.427158481,171.3717852,110.4185651,66.6518236,156.3523893,3.061447471,16.36053357,25.49206837,4/21/2012,75.56410234
BMW,328i,9.642792556,25.55977046,Passenger,34.09404157,2.739117155,180.470487,113.3462919,64.73288081,165.4842318,3.20889817,16.09664743,24.93191529,10/21/2011,86.97547973
BMW,323i,20.85035983,17.71712709,Passenger,25.1149843,2.66789088,165.195478,105.9840331,68.86699216,180.7739583,3.3169803,17.26110675,26.47984173,12/9/2011,68.17598637
BMW,528i,17.26909699,37.36603493,Passenger,38.25810149,2.839878718,188.4496757,106.0193608,71.05726167,192.1165462,3.743693559,17.64783881,24.59236822,4/20/2010,84.08843982
BMW,328i,8.759302809,29.6606102,Passenger,35.03334191,2.896539846,187.5812299,95.94865987,71.72605255,177.7247564,3.064763386,15.85382703,23.09704567,3/11/2011,78.97397753
BMW,528i,16.98973393,35.48838432,Passenger,36.60682989,2.933472909,200.1182416,113.1558497,76.8347135,157.2157104,3.402672923,17.89794737,24.43475673,9/5/2010,81.23554648
BMW,328i,8.57026017,28.83097193,Passenger,33.80047863,2.990675443,182.3266482,112.8807346,68.55619967,168.7283788,3.073956317,15.55334975,22.00216979,12/6/2012,83.58244829
BMW,328i,8.434389563,29.23875496,Passenger,33.82819931,2.854211133,191.9971633,108.3635816,74.84970449,172.1723283,3.099547979,16.44912387,23.4636324,4/25/2012,90.41569586
BMW,528i,16.46822637,35.14393973,Passenger,39.79003937,2.973585142,170.8591585,114.4931589,70.81933246,194.338844,2.920141524,16.68600567,24.63286049,9/19/2011,79.60043146
BMW,323i,20.2508433,17.14788745,Passenger,27.28479112,2.448299181,170.4807214,112.6361642,64.20364675,179.6693881,2.948220216,17.0297599,25.76887103,1/27/2011,67.76820396
BMW,323i,20.403177,17.83188888,Passenger,28.73388755,2.54323729,166.0908522,114.6908722,69.93213809,190.5149433,3.086377765,14.70422414,25.37906097,9/4/2010,70.17720118
BMW,328i,9.538133189,30.54350643,Passenger,34.36646744,2.757989208,185.1883696,110.7343472,70.14860762,172.9747878,3.103219831,17.6465093,24.07825451,5/24/2011,83.51282593
BMW,323i,19.98180539,19.45126002,Passenger,25.65019592,2.561957188,166.022122,110.9698806,67.46705208,170.8557175,3.422876655,16.39441773,23.93520623,6/3/2012,69.41850281
Buick,Century,91.561,12.475,Passenger,21.975,3.1,175,109,72.7,194.6,3.368,17.5,25,11/2/2011,71.18145132
Buick,Regal,39.35,13.74,Passenger,25.3,3.8,240,109,72.7,196.2,3.543,17.5,23,9/3/2011,95.63670253
Buick,Park Avenue,27.851,20.19,Passenger,31.965,3.8,205,113.8,74.7,206.8,3.778,18.5,24,3/23/2012,85.82840825
Buick,LeSabre,83.257,13.36,Passenger,27.885,3.8,205,112.2,73.5,200,3.591,17.5,25,7/23/2011,84.25452581
Buick,Regal,43.4158363,12.67965545,Passenger,24.84895628,3.880363997,218.6721782,108.4796921,76.10635783,195.8927528,3.428552079,17.78280187,22.57922814,1/28/2011,90.39914971
Buick,Century,94.79333041,12.36565093,Passenger,22.65094099,3.24932047,171.0624851,105.0147817,63.29447049,184.6380173,3.374199334,15.50778305,21.96461547,9/6/2011,70.64902821
Buick,Park Avenue,29.5204414,20.61126561,Passenger,31.80135483,4.177732036,200.1117914,110.8817303,76.77661356,211.9877511,3.934851632,18.94658924,21.89232374,6/24/2012,94.82243393
Buick,Regal,37.55050502,14.18621618,Passenger,24.94513382,3.809280938,241.108172,107.731743,77.01390315,200.0181576,3.870924383,18.37267816,22.60176292,11/1/2010,95.88652134
